Wallet,Balance,Type
0x8D0734865F984374435d5E9f814a9704fdc51a64,56.249805942288275026,wallet
0x0ea8684897E7D4b8fd54Ad8813309bb038213a7F,56.101520557659954037,wallet
0x007De57773B6EB4ebbf6A740dFdE1EfDd5629630,51.164098581627942150,wallet
0x47a2eb88539359D5cd0388Eb3bEE8b33D0B49D7c,49.736507402514436026,wallet
0x31426Feb31a80bDf5EBf7150DdB1e437a3d2346f,46.839836063971959797,wallet
0x5EB476bFD8C1a9Ba7A9663543a6686193b42600c,39.405425170004364367,wallet
0xd30126cDd9BbB338E0ca5A8d504B2EC2d43488c7,38.739676712938075467,wallet
0x3Fc3E6514fD4925f55fB3Ae17bbfbca2eb126608,36.999691233317211984,wallet
0x750d8974E04eB5490Fb8E232972a36E5d6B153cb,32.989724696949589820,wallet
0x92fAB452E2F14C7730f79031906E06326c916946,32.502362415073392738,wallet
0xa53c56EE83B2f0Cf3D00B360FF79eAd4d7A3a663,30.739893949616739099,wallet
0x6Bfc2cc988C513A481607777990F7799E84B1442,29.872754323241507180,wallet
0x0524f2B8765Ee3A1a033311dDc9e2DcaaD34b8C3,25.103033016470213358,wallet
0x5AA59e166E4405C05ABF85AD44A8ED84A1d51a06,24.999913752128122234,wallet
0x508cc508c415Bf1DB6d35C0D53eC7BEBdcCe6A84,24.607969175105606258,wallet
0xe2c0eA29434b11E8aFa2A1649831Ce53Bc975e5D,20.761906522350611351,wallet
0x650c1E71fD009DBD8344BB63a8727b538397B5D3,14.131679655494965068,wallet
0x3967D78660bCBc95c625d58A40C42Ce10bd905D6,12.849935668662853126,wallet
0x251762e6013f0B366D3FCB24A1451a110F65675d,9.995763824919873722,wallet
0x2c640AC98E293Daa246F98D2828E328A06FA6936,9.899917384049740504,wallet
0xc89A3292Eb0a8396A2505deB6195AFA7f83A8A30,5.124419282671944515,wallet
0x0AE57350662045c32B34f3b1E70C36E4EF1502E2,3.658723194948511364,wallet
0xBD2402D96474493BaDC395C3Db061A71b3f0cEB7,3.561504978394897900,wallet
0x4264e905F87a68F67F4E51a1DDcfFFD62bf7Ce73,1.452378513275217557,wallet
0x64dF7AF696e0977771a0E1e1B1a8dD22DED3Cf4b,0.049999582747725962,wallet
0xc0719b1040f7f8e904A6509F99335656C1d881eD,0.000087344275695920,wallet
0xdB19555BE6b11dA29b4DBB8D977Db92fBED4407c,0.000000000000000000,wallet
0xd1629474d25a63B1018FcC965e1d218A00F6CbD3,0.000000000000000000,wallet
0xDA9890c4d573fe27f79C0665ae7E740c6a11412F,0.000000000000000000,wallet
0x8d5736a8793C84490747d9686617b18dd3dBb982,0.000000000000000000,wallet
0x5317Ef9170f26112FBA458958889C15Af78dfCf7,0.000000000000000000,wallet
0x77f379C6EDEE12340a4Ea062d3bc571417E2b2aA,0.000000000000000000,wallet
0x741DF195c5c1d860A13AF1A984303feB1cc7F001,0.000000000000000000,wallet
